Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
Smartwatch,Amazfit,1,2.5,Light,2.7,4,28442,1,14684.5
Gaming Console,Microsoft,5,6.6,Heavy,7.3,3,78922,4,27114.57
Microwave,LG,1,6.0,Moderate,6.1000000000000005,3,22574,6,500.0
DSLR Camera,Canon,1,9.1,Moderate,9.2,1,160080,12,500.0
Smartphone,Apple,3,4.2,Moderate,4.700000000000001,5,65863,8,500.0
Air Conditioner,Blue Star,3,8.3,Moderate,8.8,1,57561,3,15175.17
Laptop,HP,2,4.8,Moderate,5.1000000000000005,5,88923,12,500.0
DSLR Camera,Nikon,5,9.1,Light,10.1,4,138687,8,25375.6
TV,Samsung,5,15.0,Heavy,15.7,3,23302,11,4883.03
Tablet,Apple,1,5.4,Heavy,5.300000000000001,3,46939,12,500.0
DSLR Camera,Fujifilm,3,7.3,Light,7.9,4,163944,2,107746.49
Microwave,Samsung,5,6.2,Heavy,6.9,1,23756,8,500.0
Microwave,LG,4,8.5,Moderate,9.200000000000001,4,7576,10,500.0
Air Conditioner,LG,3,8.7,Heavy,8.999999999999998,5,40887,3,27258.0
Washing Machine,LG,3,12.5,Light,13.1,3,54761,8,14923.42
TV,Sony,2,8.2,Moderate,8.5,4,187968,8,9398.4
DSLR Camera,Canon,5,8.8,Light,9.8,5,57696,7,16484.57
Air Conditioner,LG,4,11.1,Heavy,11.6,3,39650,6,13398.97
Tablet,Lenovo,4,3.8,Light,4.6,4,19324,9,500.0
Microwave,Samsung,2,5.5,Heavy,5.6000000000000005,2,11012,7,500.0
Tablet,Samsung,3,6.2,Light,6.800000000000001,3,47925,8,500.0
TV,TCL,2,10.8,Light,11.200000000000001,3,75920,11,949.0
Laptop,Apple,5,6.0,Moderate,6.9,1,66351,6,3461.79
Air Conditioner,LG,2,11.9,Moderate,12.200000000000001,3,57866,2,33865.84
Smartwatch,Samsung,4,3.6,Light,4.4,2,30236,12,500.0
Refrigerator,Samsung,2,14.8,Light,15.200000000000001,1,37419,6,9059.34
Tablet,Apple,3,6.8,Heavy,7.1000000000000005,5,73052,11,500.0
Electric Scooter,Ola,2,4.8,Light,5.2,2,137833,9,500.0
Washing Machine,IFB,5,13.2,Moderate,14.1,3,52910,6,21276.57
Washing Machine,Whirlpool,4,12.9,Heavy,13.4,2,37833,2,17702.46
Refrigerator,Samsung,5,8.2,Heavy,8.899999999999999,1,26333,2,8166.19
Air Conditioner,Carrier,1,9.9,Light,10.1,4,46797,6,16147.28
Tablet,Huawei,4,5.4,Light,6.2,2,76196,8,500.0
TV,Samsung,3,12.6,Heavy,12.899999999999999,1,17135,1,6322.68
DSLR Camera,Fujifilm,4,8.2,Heavy,8.7,5,140808,3,92253.52
DSLR Camera,Nikon,3,8.6,Moderate,9.1,2,187904,10,500.0
Laptop,Lenovo,5,4.9,Moderate,5.800000000000001,5,52393,12,500.0
Gaming Console,Sony,4,5.4,Heavy,5.9,5,69047,6,500.0
Air Conditioner,Carrier,5,8.7,Heavy,9.399999999999999,5,28083,11,500.0
DSLR Camera,Nikon,1,5.8,Moderate,5.9,5,117582,2,77723.69
Laptop,Asus,2,3.9,Moderate,4.2,2,114470,6,500.0
Microwave,Samsung,2,5.6,Light,6.0,3,10151,10,500.0
Tablet,Lenovo,2,4.1,Heavy,4.2,4,71772,4,2802.53
Air Conditioner,Carrier,3,12.4,Heavy,12.7,3,40293,11,3775.49
Laptop,Asus,1,4.9,Light,5.1000000000000005,1,123311,11,500.0
Smartphone,Apple,5,4.2,Heavy,4.9,4,94387,3,30011.21
Laptop,Asus,1,6.2,Light,6.4,2,94450,12,500.0
Gaming Console,Sony,1,6.4,Moderate,6.500000000000001,2,77935,4,19184.0
Smartphone,Apple,5,4.4,Heavy,5.1000000000000005,1,14664,4,885.59
Air Conditioner,Voltas,2,14.7,Light,15.1,5,48436,3,38812.95
Laptop,HP,4,6.7,Moderate,7.4,2,104870,1,49884.11
DSLR Camera,Sony,3,5.7,Heavy,6.000000000000001,3,170817,9,500.0
TV,Sony,2,9.8,Heavy,9.9,3,77520,12,500.0
Smartphone,Xiaomi,4,2.6,Moderate,3.3000000000000003,1,18397,2,2029.24
Refrigerator,Godrej,1,14.5,Moderate,14.6,4,57970,9,18899.81
TV,TCL,3,12.9,Heavy,13.2,1,44637,10,4328.44
Electric Scooter,Ola,2,4.3,Light,4.7,3,85332,8,500.0
Washing Machine,LG,3,12.6,Light,13.2,4,58347,5,30808.98
Electric Scooter,TVS,4,7.3,Light,8.1,5,114655,9,500.0
TV,Samsung,3,10.3,Light,10.9,3,41313,1,26265.97
Electric Scooter,Hero,4,5.3,Heavy,5.8,1,155403,10,500.0
Gaming Console,Nintendo,4,5.6,Heavy,6.1,2,61007,5,7040.81
Laptop,Lenovo,4,4.7,Light,5.5,4,136660,9,500.0
TV,OnePlus,4,14.5,Heavy,15.0,4,177656,11,40268.69
Electric Scooter,Bajaj,5,5.0,Light,6.0,3,149946,1,87468.5
Laptop,Apple,1,4.8,Light,5.0,3,148590,1,83210.4
Laptop,Acer,3,4.8,Moderate,5.300000000000001,2,71306,5,2219.9
Smartwatch,Apple,1,2.4,Moderate,2.5,4,40207,3,500.0
TV,OnePlus,3,8.3,Light,8.9,5,119128,2,92357.66
Microwave,IFB,4,9.3,Light,10.100000000000001,4,17151,10,500.0
Gaming Console,Sony,4,3.7,Moderate,4.4,2,36487,11,500.0
TV,TCL,2,10.9,Light,11.3,3,108637,6,35667.55
Microwave,IFB,1,9.5,Heavy,9.399999999999999,3,28698,8,2991.92
Air Conditioner,Voltas,2,10.0,Moderate,10.3,4,50779,6,18019.15
Tablet,Samsung,4,5.3,Heavy,5.8,5,36783,3,17757.31
TV,Sony,5,13.5,Moderate,14.4,1,51144,2,17616.27
DSLR Camera,Fujifilm,4,6.3,Light,7.1,5,106864,10,500.0
Washing Machine,Whirlpool,5,11.7,Light,12.7,5,51367,8,19009.83
Electric Scooter,TVS,1,4.6,Moderate,4.7,5,64546,2,37079.62
Tablet,Lenovo,4,6.6,Light,7.3999999999999995,3,52566,10,500.0
Air Conditioner,Carrier,2,10.8,Moderate,11.100000000000001,2,44939,4,15809.62
Refrigerator,Samsung,5,12.5,Light,13.5,1,22450,3,6984.44
Microwave,Panasonic,5,9.0,Moderate,9.9,4,20169,10,500.0
Tablet,Huawei,1,5.8,Heavy,5.7,1,79156,2,14386.95
TV,LG,1,13.2,Light,13.399999999999999,2,84406,10,11779.05
Laptop,Asus,5,4.7,Heavy,5.4,5,50867,10,500.0
Tablet,Lenovo,5,5.1,Heavy,5.8,1,46314,9,500.0
Gaming Console,Sony,3,5.7,Heavy,6.000000000000001,3,76890,3,29218.2
Tablet,Lenovo,4,5.7,Light,6.5,3,44529,11,500.0
Air Conditioner,Daikin,2,14.2,Light,14.6,2,52252,4,20865.01
Air Conditioner,LG,2,13.3,Heavy,13.4,1,28392,6,6271.67
Laptop,HP,5,4.9,Heavy,5.6000000000000005,5,142231,7,500.0
Smartphone,Samsung,2,2.4,Light,2.8,5,47194,1,30339.0
Microwave,IFB,3,7.2,Moderate,7.700000000000001,1,5530,6,500.0
Laptop,HP,2,5.7,Heavy,5.800000000000001,2,60967,1,27750.5
DSLR Camera,Sony,5,6.8,Heavy,7.5,2,105605,5,22529.07
Tablet,Apple,5,5.8,Moderate,6.7,1,65455,4,7385.67
Washing Machine,Bosch,4,14.9,Light,15.700000000000001,4,28205,5,16339.14
Electric Scooter,Ather,1,4.9,Heavy,4.800000000000001,5,82377,6,500.0
Air Conditioner,Daikin,3,11.4,Heavy,11.7,4,38461,3,24309.32
Washing Machine,Bosch,5,12.2,Moderate,13.1,1,15723,6,3408.65
Gaming Console,Microsoft,4,6.2,Heavy,6.7,5,56074,8,500.0
Air Conditioner,Blue Star,2,13.3,Light,13.700000000000001,5,43386,11,8550.53
Gaming Console,Microsoft,5,4.3,Light,5.3,3,61192,10,500.0
Laptop,Dell,2,6.7,Heavy,6.800000000000001,3,94421,2,46655.08
Laptop,Acer,2,5.4,Light,5.800000000000001,2,110905,6,500.0
Air Conditioner,Voltas,3,10.4,Moderate,10.9,3,40001,9,4880.86
Microwave,Panasonic,1,7.5,Heavy,7.4,2,6855,2,2751.26
Laptop,Lenovo,3,4.1,Heavy,4.3999999999999995,5,144133,2,78618.0
Smartphone,Xiaomi,3,3.8,Heavy,4.1000000000000005,3,13651,8,500.0
Smartwatch,Amazfit,5,3.5,Moderate,4.4,5,34379,8,500.0
Microwave,IFB,5,9.7,Moderate,10.6,3,13570,12,500.0
Smartphone,Samsung,5,3.5,Heavy,4.2,5,9217,4,500.0
Air Conditioner,Voltas,2,13.4,Heavy,13.5,4,36710,4,21958.02
Tablet,Apple,1,4.0,Moderate,4.1000000000000005,3,56857,5,500.0
Refrigerator,Bosch,5,12.4,Moderate,13.3,3,50094,4,24519.69
DSLR Camera,Nikon,4,6.4,Light,7.2,2,95534,8,500.0
Refrigerator,Samsung,2,8.7,Light,9.1,3,46202,1,28787.4
DSLR Camera,Nikon,2,8.5,Light,8.9,2,198310,7,27094.94
Smartphone,Realme,3,4.5,Light,5.1,1,18019,3,2077.48
TV,TCL,3,13.9,Light,14.5,3,17103,4,8669.45
Gaming Console,Sony,1,6.1,Light,6.3,2,79045,9,500.0
Washing Machine,Samsung,3,12.1,Light,12.7,2,26229,4,9882.34
Tablet,Apple,1,6.1,Light,6.3,5,48357,1,40681.29
Laptop,Dell,1,5.2,Light,5.4,5,54387,12,500.0
DSLR Camera,Canon,3,7.3,Moderate,7.800000000000001,5,79731,4,38843.31
TV,OnePlus,1,9.6,Light,9.799999999999999,3,142009,6,38545.3
DSLR Camera,Sony,3,6.7,Light,7.300000000000001,5,45002,3,26508.03
Microwave,Morphy Richards,5,5.1,Light,6.1,1,19615,8,500.0
Electric Scooter,Ola,5,7.7,Heavy,8.399999999999999,5,131541,6,37583.14
DSLR Camera,Fujifilm,4,6.9,Light,7.7,1,130789,10,500.0
Tablet,Samsung,4,4.3,Light,5.1,1,21847,1,4917.72
Air Conditioner,Voltas,1,13.8,Heavy,13.7,4,39389,1,31036.81
Air Conditioner,LG,1,12.5,Moderate,12.6,1,26563,2,8938.66
Gaming Console,Microsoft,5,5.5,Light,6.5,5,67537,9,500.0
Air Conditioner,Blue Star,4,8.7,Moderate,9.4,3,53665,3,25576.51
Microwave,Samsung,5,5.1,Heavy,5.8,3,12005,4,2607.98
Refrigerator,Samsung,4,13.3,Light,14.100000000000001,1,26137,7,5264.47
Gaming Console,Sony,3,5.0,Light,5.6,4,77867,1,56286.72
Washing Machine,Whirlpool,2,13.6,Heavy,13.7,1,19842,1,7357.47
Electric Scooter,Bajaj,1,6.2,Light,6.4,4,107530,6,5712.53
Smartphone,OnePlus,3,4.8,Moderate,5.300000000000001,5,99805,1,80973.87
Air Conditioner,Daikin,2,9.4,Heavy,9.5,5,25412,12,500.0
Washing Machine,Bosch,3,8.5,Moderate,9.0,4,36643,11,500.0
Gaming Console,Microsoft,3,3.6,Heavy,3.9000000000000004,5,70916,2,34548.82
TV,TCL,5,12.7,Heavy,13.399999999999999,2,22912,11,2257.0
Electric Scooter,Hero,5,4.7,Moderate,5.6000000000000005,1,68923,12,500.0
Microwave,LG,5,6.9,Heavy,7.6000000000000005,2,27068,10,500.0
Laptop,Asus,2,6.5,Light,6.9,3,90567,7,500.0
Tablet,Huawei,3,6.6,Light,7.199999999999999,5,47358,8,500.0
Air Conditioner,Carrier,1,9.1,Heavy,8.999999999999998,3,35839,3,16724.87
Gaming Console,Nintendo,1,7.0,Moderate,7.1000000000000005,5,60929,7,858.15
Gaming Console,Sony,3,6.3,Moderate,6.800000000000001,4,52272,11,500.0
TV,Samsung,4,13.8,Light,14.600000000000001,1,34127,8,6170.91
Refrigerator,Bosch,4,10.1,Moderate,10.8,1,51809,1,18804.75
Smartphone,Vivo,4,2.2,Light,3.0,1,15377,7,500.0
Microwave,LG,2,8.4,Moderate,8.700000000000001,4,18582,7,3086.32
Refrigerator,Bosch,4,12.6,Moderate,13.3,3,23567,2,14016.16
Washing Machine,IFB,2,10.0,Light,10.4,1,37393,10,575.28
Washing Machine,IFB,2,12.0,Light,12.4,5,22737,6,11735.23
Tablet,Samsung,2,4.0,Light,4.4,1,56411,10,500.0
Laptop,Dell,2,6.9,Light,7.300000000000001,2,39399,8,500.0
Electric Scooter,TVS,5,6.3,Light,7.3,1,151082,11,500.0
Washing Machine,IFB,5,11.1,Moderate,12.0,5,27431,1,25145.08
Laptop,Asus,1,3.6,Light,3.8000000000000003,2,30829,6,500.0
Air Conditioner,Voltas,3,9.5,Light,10.1,4,52424,4,26912.72
Refrigerator,Bosch,2,10.5,Heavy,10.6,4,77450,2,53411.27
Microwave,Panasonic,4,8.6,Light,9.4,1,27383,3,7457.5
Smartphone,Apple,2,2.7,Heavy,2.8000000000000003,3,118594,7,500.0
Tablet,Samsung,1,6.9,Light,7.1000000000000005,3,77574,6,7691.84
Laptop,Acer,2,5.0,Moderate,5.300000000000001,1,114197,8,500.0
Microwave,Morphy Richards,5,7.4,Light,8.4,3,8983,9,500.0
Electric Scooter,Ola,1,4.8,Moderate,4.9,3,73104,11,500.0
Laptop,HP,4,5.3,Heavy,5.8,5,116622,8,500.0
Electric Scooter,Bajaj,1,4.9,Moderate,5.000000000000001,2,104071,8,500.0
Smartwatch,Apple,4,3.3,Heavy,3.8,2,44324,12,500.0
Refrigerator,LG,3,9.7,Heavy,9.999999999999998,5,20490,12,500.0
Microwave,Morphy Richards,5,9.8,Heavy,10.5,5,27493,8,6545.95
Microwave,Panasonic,5,9.6,Light,10.6,1,23831,2,7733.83
Air Conditioner,Blue Star,3,9.6,Moderate,10.1,1,25690,4,6206.3
TV,Sony,3,14.3,Moderate,14.8,5,162297,10,52636.86
Air Conditioner,Blue Star,1,10.1,Heavy,9.999999999999998,5,26142,8,5228.4
TV,Sony,2,12.8,Light,13.200000000000001,5,109969,5,68314.08
Washing Machine,Samsung,1,9.4,Moderate,9.5,1,52890,4,12248.21
DSLR Camera,Sony,2,9.2,Light,9.6,2,59428,11,500.0
Washing Machine,LG,4,13.5,Heavy,14.0,5,29732,11,6371.14
Smartphone,Apple,2,4.0,Moderate,4.300000000000001,4,9748,7,500.0
Laptop,Apple,4,4.3,Moderate,5.0,2,94224,3,20729.28
Refrigerator,Godrej,2,9.0,Heavy,9.1,5,57716,11,500.0
DSLR Camera,Fujifilm,5,5.4,Moderate,6.300000000000001,5,171376,11,500.0
Gaming Console,Sony,5,4.3,Moderate,5.2,1,64009,7,500.0
Gaming Console,Microsoft,5,4.2,Light,5.2,5,71645,2,44089.23
Laptop,Acer,4,3.6,Moderate,4.300000000000001,1,122319,5,500.0
TV,Samsung,5,11.7,Heavy,12.399999999999999,1,141937,5,33881.74
Laptop,HP,2,4.2,Light,4.6000000000000005,2,83978,8,500.0
TV,LG,3,10.6,Light,11.2,2,118856,2,53697.44
TV,LG,5,8.8,Light,9.8,4,123862,9,8594.51
TV,Samsung,1,13.0,Heavy,12.899999999999999,5,93145,10,20939.57
TV,LG,2,11.5,Moderate,11.8,5,116206,11,7878.37
Electric Scooter,Ather,3,6.2,Heavy,6.500000000000001,2,140911,7,500.0
Air Conditioner,LG,2,14.0,Heavy,14.1,4,43248,4,26332.2
Washing Machine,Bosch,3,11.1,Light,11.7,3,17769,4,8185.89
DSLR Camera,Fujifilm,5,8.7,Heavy,9.399999999999999,5,50229,1,44885.49
DSLR Camera,Nikon,4,5.7,Light,6.5,3,105080,7,500.0
Electric Scooter,Bajaj,3,6.5,Light,7.1,1,115673,4,20202.05
Refrigerator,LG,3,12.9,Light,13.5,3,68709,1,44533.61
Smartphone,Samsung,2,3.1,Light,3.5,1,94496,10,500.0
Smartwatch,Noise,2,2.2,Light,2.6,4,40863,4,500.0
Smartphone,Vivo,4,3.0,Heavy,3.5,3,18700,10,500.0
Refrigerator,Whirlpool,1,11.8,Light,12.0,4,42743,5,21193.4
DSLR Camera,Canon,4,5.9,Heavy,6.4,4,153808,6,8459.44
Refrigerator,Samsung,3,8.1,Heavy,8.399999999999999,3,31715,3,14271.75
Electric Scooter,Hero,3,7.2,Light,7.800000000000001,5,104060,4,50695.9
TV,TCL,2,8.5,Moderate,8.8,1,79414,10,500.0
Microwave,LG,4,7.5,Moderate,8.200000000000001,1,25553,12,500.0
Electric Scooter,Ather,5,5.1,Heavy,5.8,3,70720,12,500.0
Air Conditioner,Daikin,2,9.1,Heavy,9.2,1,41807,9,500.0
Microwave,IFB,3,6.5,Moderate,7.0,5,19535,12,500.0
Washing Machine,Whirlpool,4,13.9,Light,14.700000000000001,2,29140,9,6214.55
Smartphone,OnePlus,2,4.6,Light,5.0,2,15855,12,500.0
Air Conditioner,Carrier,1,13.4,Moderate,13.5,2,28077,6,8579.08
Smartphone,Samsung,2,3.2,Heavy,3.3000000000000003,1,37245,8,500.0
Microwave,Morphy Richards,1,5.1,Light,5.3,4,10309,9,500.0
TV,Sony,2,12.5,Moderate,12.8,3,136449,9,28355.81
TV,Sony,1,8.0,Moderate,8.1,5,157397,12,500.0
Refrigerator,LG,5,14.1,Light,15.1,3,69068,2,41943.94
Gaming Console,Sony,4,6.8,Heavy,7.3,5,73879,3,43517.77
Gaming Console,Nintendo,1,4.1,Heavy,4.0,1,33907,11,500.0
DSLR Camera,Fujifilm,5,5.3,Heavy,6.0,4,43045,4,12626.53
Smartwatch,Noise,1,3.4,Moderate,3.5,5,16651,11,500.0
Refrigerator,Godrej,3,11.6,Light,12.2,3,45337,3,23931.99
Laptop,Lenovo,2,6.8,Light,7.2,1,134316,10,500.0
Smartphone,Apple,1,2.6,Moderate,2.7,2,48341,5,500.0
Washing Machine,Samsung,4,8.1,Heavy,8.6,4,36169,12,500.0
Air Conditioner,Carrier,1,13.1,Moderate,13.2,4,44069,8,14756.44
Washing Machine,Bosch,2,10.6,Light,11.0,1,28631,5,6246.76
DSLR Camera,Fujifilm,5,8.0,Heavy,8.7,3,55164,10,500.0
DSLR Camera,Nikon,4,8.6,Light,9.4,2,149146,8,14216.47
Microwave,Morphy Richards,2,5.6,Heavy,5.7,1,7012,7,500.0
Tablet,Apple,4,4.1,Moderate,4.8,3,41289,3,9909.36
Refrigerator,Godrej,1,14.8,Light,15.0,2,60538,6,19977.54
Tablet,Lenovo,4,5.1,Heavy,5.6,1,56982,11,500.0
Refrigerator,Bosch,4,9.9,Moderate,10.600000000000001,2,73411,7,13712.62
Air Conditioner,Daikin,1,14.1,Moderate,14.2,4,25639,11,4911.13
TV,Sony,4,11.7,Light,12.5,1,124101,11,5956.85
DSLR Camera,Sony,4,6.7,Heavy,7.2,3,67299,12,500.0
DSLR Camera,Fujifilm,3,7.4,Moderate,7.9,2,156049,1,87229.42
DSLR Camera,Fujifilm,3,7.5,Heavy,7.8,2,171082,9,500.0
Electric Scooter,Ola,4,4.8,Heavy,5.3,1,117867,12,500.0
Air Conditioner,Carrier,5,13.6,Heavy,14.299999999999999,2,27079,8,6561.45
Smartphone,Xiaomi,2,2.2,Heavy,2.3000000000000003,5,78942,8,500.0
TV,OnePlus,3,9.4,Moderate,9.9,2,149420,5,40675.44
Laptop,Lenovo,4,6.6,Moderate,7.3,5,38844,5,12238.52
Smartphone,Vivo,4,2.9,Heavy,3.4000000000000004,2,118341,5,500.0
Laptop,Apple,4,5.6,Heavy,6.1,1,85729,4,11805.3
Tablet,Huawei,2,5.0,Heavy,5.1000000000000005,2,58264,8,500.0
Gaming Console,Microsoft,5,6.9,Moderate,7.800000000000001,2,54077,7,3549.67
TV,Samsung,1,13.0,Light,13.2,3,170275,11,19865.42
TV,OnePlus,3,9.6,Moderate,10.1,3,156260,9,11912.89
Refrigerator,Samsung,4,13.0,Light,13.8,1,43507,7,8575.29
DSLR Camera,Nikon,2,6.7,Moderate,7.000000000000001,4,49523,8,500.0
Tablet,Lenovo,5,5.3,Moderate,6.2,3,66837,1,35876.38
Microwave,IFB,2,9.4,Moderate,9.700000000000001,1,13585,8,952.35
TV,LG,2,11.7,Moderate,12.0,2,43572,11,1997.05
Microwave,Panasonic,5,9.0,Moderate,9.9,2,25537,5,6951.74
Tablet,Apple,1,4.7,Moderate,4.800000000000001,1,44880,9,500.0
DSLR Camera,Canon,3,5.6,Light,6.199999999999999,1,80159,8,500.0
DSLR Camera,Fujifilm,3,9.5,Moderate,10.0,5,98386,7,29515.8
Washing Machine,Whirlpool,1,10.9,Light,11.1,2,27834,11,500.0
Microwave,IFB,1,5.5,Moderate,5.6000000000000005,4,10091,6,500.0
Tablet,Lenovo,5,6.6,Moderate,7.5,2,68378,11,500.0
Refrigerator,Whirlpool,5,8.9,Moderate,9.8,1,26446,6,4101.83
Smartphone,Xiaomi,1,5.0,Heavy,4.9,2,93417,1,34202.06
Laptop,Dell,4,5.4,Heavy,5.9,2,64814,7,500.0
Microwave,LG,4,8.6,Moderate,9.3,2,5018,6,979.32
Laptop,Acer,1,4.9,Heavy,4.800000000000001,1,54771,6,500.0
TV,TCL,5,14.2,Moderate,15.1,5,199116,7,106810.57
Gaming Console,Microsoft,3,6.2,Moderate,6.700000000000001,5,65970,10,500.0
Tablet,Samsung,2,7.0,Light,7.4,2,19851,6,1727.57
Air Conditioner,Blue Star,3,10.6,Light,11.2,2,43947,2,19854.63
Smartphone,Realme,5,2.3,Heavy,3.0,2,100254,11,500.0
Laptop,HP,4,7.0,Moderate,7.7,3,73301,12,500.0
Electric Scooter,Ola,1,6.3,Light,6.5,4,109748,11,500.0
Tablet,Lenovo,1,4.5,Light,4.7,2,66680,1,24146.67
Washing Machine,IFB,5,13.3,Moderate,14.200000000000001,1,37579,7,7621.66
Air Conditioner,Daikin,1,11.8,Moderate,11.9,1,46029,9,4486.86
Laptop,Lenovo,2,5.5,Moderate,5.800000000000001,4,79631,9,500.0
Electric Scooter,Bajaj,2,7.5,Moderate,7.800000000000001,3,147749,10,500.0
Air Conditioner,Voltas,3,9.8,Moderate,10.3,5,53831,11,500.0
Laptop,Acer,4,5.2,Heavy,5.7,3,65001,5,5587.81
Refrigerator,Whirlpool,5,8.2,Light,9.2,5,22879,5,10444.76
TV,Samsung,1,8.5,Light,8.7,5,84023,4,45391.74
DSLR Camera,Canon,4,5.9,Moderate,6.6000000000000005,1,96873,3,27476.71
Smartphone,Realme,4,3.5,Heavy,4.0,1,63653,10,500.0
Electric Scooter,Ola,5,4.4,Heavy,5.1000000000000005,5,83363,10,500.0
Microwave,Panasonic,1,6.6,Moderate,6.7,3,5021,5,891.79
Gaming Console,Microsoft,3,6.1,Heavy,6.3999999999999995,4,57112,11,500.0
Electric Scooter,Ather,5,6.8,Moderate,7.7,3,64689,4,21759.03
Smartphone,Apple,5,3.7,Heavy,4.4,5,45483,9,500.0
Tablet,Huawei,2,4.4,Light,4.800000000000001,3,13318,9,500.0
Electric Scooter,TVS,5,6.2,Light,7.2,4,101886,6,14433.85
Smartphone,Apple,1,4.5,Light,4.7,3,76662,12,500.0
Washing Machine,Bosch,2,9.3,Heavy,9.4,3,44877,2,24730.09
TV,Samsung,5,11.0,Moderate,11.9,4,39283,3,24972.76
DSLR Camera,Nikon,1,8.6,Moderate,8.7,5,70369,5,29927.05
Washing Machine,IFB,4,10.2,Heavy,10.7,1,23035,6,4047.27
Microwave,Panasonic,4,6.7,Moderate,7.4,1,6563,10,500.0
Laptop,Lenovo,4,3.6,Light,4.4,2,124581,8,500.0
Electric Scooter,Bajaj,2,4.9,Light,5.300000000000001,2,95573,5,2975.39
Washing Machine,LG,1,9.7,Light,9.899999999999999,2,20832,2,9142.93
DSLR Camera,Canon,4,5.7,Moderate,6.4,1,71697,10,500.0
Gaming Console,Nintendo,4,4.2,Heavy,4.7,3,53537,3,14716.98
Tablet,Lenovo,3,4.7,Moderate,5.200000000000001,5,76666,2,47179.08
Refrigerator,Whirlpool,5,11.6,Heavy,12.299999999999999,1,79905,11,3378.1
Gaming Console,Nintendo,1,4.1,Light,4.3,5,54284,6,500.0
Microwave,Morphy Richards,2,8.3,Heavy,8.4,1,8609,10,500.0
Laptop,HP,4,4.0,Light,4.8,4,71283,7,500.0
Electric Scooter,Hero,5,5.9,Moderate,6.800000000000001,3,88263,1,52698.2
TV,Samsung,3,14.4,Moderate,14.9,3,117975,10,27158.0
Smartwatch,Apple,3,3.9,Heavy,4.2,4,7756,3,1817.12
Laptop,Dell,2,6.7,Light,7.1000000000000005,1,49878,5,5901.06
DSLR Camera,Fujifilm,1,7.5,Light,7.7,1,194458,5,35457.02
Smartwatch,Noise,4,3.5,Heavy,4.0,3,36259,7,500.0
Refrigerator,Samsung,2,8.5,Moderate,8.8,4,26219,10,500.0
TV,Sony,3,10.4,Moderate,10.9,4,129579,9,19199.09
Microwave,IFB,1,8.6,Heavy,8.499999999999998,2,27065,2,11383.22
TV,TCL,4,13.2,Light,14.0,5,144723,9,51686.79
Smartwatch,Samsung,1,4.8,Moderate,4.9,3,39686,12,500.0
DSLR Camera,Canon,4,5.1,Heavy,5.6,5,187526,6,500.0
Microwave,IFB,5,8.3,Light,9.3,1,17298,3,4687.2
Microwave,IFB,2,7.3,Light,7.7,3,29836,7,1898.65
Electric Scooter,TVS,1,7.4,Heavy,7.300000000000001,2,103864,7,2347.61
Tablet,Apple,4,4.9,Moderate,5.6000000000000005,1,59883,12,500.0
Smartphone,Apple,5,2.5,Heavy,3.2,2,88558,5,500.0
Gaming Console,Sony,2,3.7,Moderate,4.000000000000001,4,74376,1,49088.16
TV,LG,2,13.8,Light,14.200000000000001,5,122635,6,70817.39
Washing Machine,Bosch,1,11.7,Moderate,11.799999999999999,3,15340,12,500.0
DSLR Camera,Sony,1,8.5,Heavy,8.399999999999999,2,153901,2,75045.06
Smartwatch,Samsung,4,3.4,Moderate,4.1000000000000005,3,47762,2,15656.62
Smartphone,Vivo,2,2.6,Moderate,2.9,2,108817,4,500.0
DSLR Camera,Fujifilm,4,7.5,Moderate,8.200000000000001,1,146576,3,48334.33
Microwave,LG,3,9.9,Light,10.5,4,12977,10,525.26
Microwave,Samsung,1,6.5,Heavy,6.4,3,20513,1,12115.49
Laptop,HP,2,6.0,Light,6.4,3,40125,12,500.0
Washing Machine,LG,5,13.5,Moderate,14.4,3,16022,8,4984.62
Washing Machine,IFB,3,14.5,Heavy,14.799999999999999,3,38798,3,21653.48
Smartphone,OnePlus,2,4.4,Light,4.800000000000001,5,98781,4,16463.5
Laptop,Apple,4,3.8,Light,4.6,3,95473,8,500.0
Tablet,Samsung,4,6.3,Light,7.1,4,54830,8,500.0
Smartwatch,Boat,3,3.9,Light,4.5,4,41797,4,3808.17
Microwave,IFB,5,9.2,Moderate,10.1,5,7437,10,500.0
Microwave,Morphy Richards,1,9.2,Light,9.399999999999999,5,11349,11,500.0
Air Conditioner,Carrier,3,8.8,Heavy,9.1,3,50323,1,31355.1
Laptop,Apple,1,3.7,Light,3.9000000000000004,4,36069,2,14936.27
Smartwatch,Noise,2,4.3,Heavy,4.4,1,4628,12,500.0
Refrigerator,Whirlpool,1,9.6,Moderate,9.7,1,70658,2,22435.74
Microwave,Panasonic,1,6.7,Heavy,6.6000000000000005,4,27170,11,500.0
DSLR Camera,Fujifilm,1,7.7,Heavy,7.6000000000000005,5,91722,1,79653.32
Tablet,Samsung,2,3.9,Heavy,4.0,3,39434,11,500.0
Laptop,Acer,1,4.2,Moderate,4.300000000000001,5,144912,8,500.0
Washing Machine,LG,4,10.3,Moderate,11.000000000000002,1,15274,6,2777.09
TV,LG,3,11.1,Moderate,11.6,4,137325,2,96601.03
Air Conditioner,Daikin,2,11.6,Light,12.0,2,45413,8,8325.72
Smartphone,Vivo,3,4.1,Heavy,4.3999999999999995,1,88188,12,500.0
